id,actor_1,actor_2,actor_3,actor_4,actor_5
4584,Emma Thompson,Alan Rickman,Kate Winslet,Hugh Grant,James Fleet
58451,Andrea Balestri,Nino Manfredi,Gina Lollobrigida,Domenico Santoro,Franco Franchi
659959,Félix Lefebvre,Benjamin Voisin,Philippine Velge,Valeria Bruni‑Tedeschi,Melvil Poupaud
39107,Masako Nozawa,Ryou Horikawa,Takeshi Kusao,Daisuke Gouri,Hiromi Tsuru
26638,Monica Vitti,Richard Harris,Carlo Chionetti,Xenia Valderi,Rita Renoir
17136,Edward G. Robinson,Joan Bennett,Raymond Massey,Edmund Breon,Dan Duryea
11471,Ti Lung,Chow Yun-Fat,Leslie Cheung,Emily Chu Bo-Yee,Waise Lee
26900,Şener Şen,Uğur Yücel,Özkan Uğur,Yeşim Salkım,Kamran Usluer
3110,Alan Ladd,Jean Arthur,Van Heflin,Brandon De Wilde,Jack Palance
154,William Shatner,Leonard Nimoy,DeForest Kelley,Ricardo Montalban,Kirstie Alley
374720,Fionn Whitehead,Tom Hardy,Mark Rylance,Kenneth Branagh,Cillian Murphy
24226,Paul Newman,Charlotte Rampling,Jack Warden,James Mason,Milo O’Shea
11829,Terence Hill,Bud Spencer,Yanti Somer,Enzo Tarascio,"Harry Carey, Jr."
11704,Derek Jacobi,Elizabeth Hartman,Arthur Malet,Dom DeLuise,Hermione Baddeley
10784,Liza Minnelli,Michael York,Helmut Griem,Joel Grey,Fritz Wepper
227306,Jack O'Connell,Alex Russell,Domhnall Gleeson,Garrett Hedlund,Miyavi
340666,Amy Adams,Jake Gyllenhaal,Aaron Taylor-Johnson,Michael Shannon,Isla Fisher
290542,Hilary Swank,Emmy Rossum,Josh Duhamel,Stephanie Beatriz,Jason Ritter
265180,Aleksey Serebryakov,Elena Lyadova,Владимир Вдовиченков,Roman Madyanov,Anna Ukolova
76589,Kevin Conroy,Tim Daly,Susan Eisenberg,Michael Rosenbaum,Carl Lumbly
11901,Clint Eastwood,Verna Bloom,Marianna Hill,Mitchell Ryan,Jack Ging
8741,Sean Penn,Adrien Brody,Jim Caviezel,Ben Chaplin,Elias Koteas
345,Tom Cruise,Nicole Kidman,Madison Eginton,Vinessa Shaw,Rade Šerbedžija
439584,Edoardo Leo,Valerio Aprea,Paolo Calabresi,Libero De Rienzo,Stefano Fresi
11349,Gregory Peck,Robert Mitchum,Polly Bergen,Lori Martin,Martin Balsam
9918,Josh Lucas,Derek Luke,Jon Voight,Austin Nichols,Evan Jones
1523,Forest Whitaker,James McAvoy,Simon McBurney,Gillian Anderson,Kerry Washington
24192,Enrique Irazoqui,Margherita Caruso,Susanna Pasolini,Marcello Morante,Settimio Di Porto
417320,Dove Cameron,Cameron Boyce,Sofia Carson,Booboo Stewart,Mitchell Hope
21450,David Thewlis,Lesley Sharp,Katrin Cartlidge,Greg Cruttwell,Claire Skinner
18925,Erin Bethea,James Blackwell,Bailey Cave,Shannen Fields,Tracy Goode
10435,Robert Downey Jr.,Geraldine Chaplin,Paul Rhys,John Thaw,Moira Kelly
1052,David Hemmings,Vanessa Redgrave,Sarah Miles,John Castle,Veruschka von Lehndorff
13377,Boris Karloff,June Foray,Thurl Ravenscroft,Dal McKennon,None
10907,Errol Flynn,Olivia de Havilland,Basil Rathbone,Claude Rains,Patric Knowles
446893,Anna Kendrick,Justin Timberlake,Ron Funches,Rachel Bloom,James Corden
293863,Blake Lively,Michiel Huisman,Harrison Ford,Ellen Burstyn,Kathy Baker
290762,Drew Barrymore,Toni Collette,Dominic Cooper,Paddy Considine,Jacqueline Bisset
269258,Til Schweiger,Dieter Hallervorden,Emma Schweiger,Jan Josef Liefers,Jeanette Hain
37472,Donnie Yen,Sammo Hung,Simon Yam,Lynn Hung,Fan Siu-Wong
13754,Kazunari Ninomiya,Yusuke Iseya,Yu Aoi,Min Tanaka,Rokuro Naya
10377,Joe Pesci,Ralph Macchio,Marisa Tomei,Mitchell Whitfield,Fred Gwynne
2056,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Michelle Williams,Raven Goodwin
898,Burt Lancaster,Karl Malden,Thelma Ritter,Neville Brand,Betty Field
704,John Lennon,Paul McCartney,George Harrison,Ringo Starr,Wilfrid Brambell
432616,Pierre Niney,Charlotte Gainsbourg,Didier Bourdon,Jean-Pierre Darroussin,Finnegan Oldfield
339403,Ansel Elgort,Kevin Spacey,Lily James,Jon Hamm,Jamie Foxx
4203,Carmen Maura,Antonio Banderas,Julieta Serrano,María Barranco,Rossy de Palma
466272,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch,Margaret Qualley
9559,Kevin Costner,Clint Eastwood,Laura Dern,T.J. Lowther,Bradley Whitford
2034,Ethan Hawke,Denzel Washington,Scott Glenn,Tom Berenger,Harris Yulin
129670,Bruce Dern,Will Forte,June Squibb,Bob Odenkirk,Stacy Keach
583406,Daniel Kaluuya,Lakeith Stanfield,Jesse Plemons,Dominique Fishback,Ashton Sanders
408220,Matt Ryan,Jason O'Mara,Camilla Luddington,Nicholas Turturro,Rosario Dawson
31522,Anna Karina,Jean-Claude Brialy,Jean-Paul Belmondo,Marie Dubois,Jeanne Moreau
438146,José Acosta,Carmiña Martínez,Natalia Reyes,Greider Meza,José Vicente
11545,Jason Schwartzman,Bill Murray,Olivia Williams,Seymour Cassel,Brian Cox
9385,Roger Carel,Jacques Morel,Henri Labussière,Jean Martinelli,Pierre Tornade
590223,Dylan O'Brien,Jessica Henwick,Michael Rooker,Dan Ewing,Ariana Greenblatt
458156,Keanu Reeves,Halle Berry,Laurence Fishburne,Mark Dacascos,Asia Kate Dillon
402693,Dani Rovira,Alexandra Jiménez,Karra Elejalde,Nausicaa Bonnín,Maria de Medeiros
233639,Detlev Buck,Cornelia Froboess,Nina Kronjäger,Marvin Linke,Tilo Prückner
22538,Michael Cera,Mary Elizabeth Winstead,Ellen Wong,Kieran Culkin,Alison Pill
823,Yoshikatsu Fujiki,Sumi Mutou,Hiroyuki Kinosha,Eri Sendai,Kenji Nakagawa
380225,Valeria Bruni‑Tedeschi,Micaela Ramazzotti,Valentina Carnelutti,Anna Galiena,Tommaso Ragno
193756,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster,Eric Bana
39323,Masako Nozawa,Kazuyuki Sogabe,Yuko Mita,Takeshi Watabe,Kozo Shioya
713,Holly Hunter,Harvey Keitel,Sam Neill,Anna Paquin,Cliff Curtis
527,Rena Owen,Temuera Morrison,Mamaengaroa Kerr-Bell,Julian Arahanga,Taungaroa Emile
196,Michael J. Fox,Christopher Lloyd,Mary Steenburgen,Thomas F. Wilson,Lea Thompson
589982,Jean-Paul Rouve,Mélanie Doutey,Louis Vazquez,Frédéric Saurel,Lilou Fogli
250538,Reese Witherspoon,Corey Stoll,Thad Luckinbill,Sarah Baker,Maria Howell
206487,Ethan Hawke,Sarah Snook,Noah Taylor,Christopher Kirby,Madeleine West
190859,Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,Ben Reed
42994,Shigeru Chiba,Hisao Egawa,Kayoko Fujii,Nobuaki Fukuda,Ami Hasegawa
25623,Kimiko Ikegami,Miki Jinbo,Kumiko Ohba,Ai Matsubara,Mieko Satoh
8356,Cary Grant,Deborah Kerr,Richard Denning,Neva Patterson,Cathleen Nesbitt
2767,Juliette Binoche,Denis Lavant,Edith Scob,Daniel Buain,Marion Stalens
779,Maurice Schutz,Rena Mandel,Sybille Schmitz,Jan Hieronimko,Henriette Gérard
407445,Andrew Garfield,Claire Foy,Hugh Bonneville,Tom Hollander,Miranda Raison
319373,Kirin Kiki,Masatoshi Nagase,Kyara Uchida,Miki Mizuno,Etsuko Ichihara
273895,David Oyelowo,Tom Wilkinson,Carmen Ejogo,Tim Roth,Oprah Winfrey
16234,Will Friedle,Kevin Conroy,Mark Hamill,Angie Harmon,Dean Stockwell
6404,Klaus Kinski,Isabelle Adjani,Bruno Ganz,Walter Ladengast,Carsten Bodinus
2501,Matt Damon,Franka Potente,Chris Cooper,Clive Owen,Brian Cox
1813,Keanu Reeves,Al Pacino,Charlize Theron,Jeffrey Jones,Judith Ivey
1391,Gael García Bernal,Diego Luna,Maribel Verdú,Daniel Giménez Cacho,Diana Bracho
620,Bill Murray,Dan Aykroyd,Sigourney Weaver,Rick Moranis,Annie Potts
575,Moritz Bleibtreu,Christian Berkel,Oliver Stokowski,Wotan Wilke Möhring,Stephan Szasz
33997,Liya Kebede,Sally Hawkins,Craig Parkinson,Meera Syal,Anthony Mackie
5967,Catherine Deneuve,Nino Castelnuovo,Anne Vernon,Mireille Perrey,Marc Michel
568,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,Ed Harris
192,Sean Connery,F. Murray Abraham,Christian Slater,Helmut Qualtinger,Elya Baskin
250219,Edoardo Leo,Valeria Solarino,Valerio Aprea,Paolo Calabresi,Stefano Fresi
9509,Denzel Washington,Dakota Fanning,Christopher Walken,Radha Mitchell,Marc Anthony
3063,Groucho Marx,Harpo Marx,Chico Marx,Zeppo Marx,Margaret Dumont
37181,Golshifteh Farahani,Tarane Alidousti,Shahab Hosseini,Merila Zarei,Mani Haghighi
16858,Roy Scheider,Jessica Lange,Leland Palmer,Ann Reinking,Ben Vereen
14438,Kirk Cameron,Erin Bethea,Ken Bevel,Stephen Dervan,Eric Young
12837,Dakota Fanning,Queen Latifah,Jennifer Hudson,Alicia Keys,Sophie Okonedo
6114,Gary Oldman,Winona Ryder,Anthony Hopkins,Keanu Reeves,Richard E. Grant
491584,Yoo Ah-in,Steven Yeun,Jeon Jong-seo,Kim Soo-kyung,Moon Sung-keun
1368,Sylvester Stallone,Richard Crenna,Brian Dennehy,Bill McKinney,Jack Starrett
211387,Hayley Atwell,Bradley Whitford,Dominic Cooper,Neal McDonough,Chris Evans
12207,Jackie Chan,Anita Mui,Ti Lung,Liu Chia-Liang,Andy Lau
9299,Ana Torrent,Fele Martínez,Eduardo Noriega,Xabier Elorriaga,Miguel Picazo
3766,Rita Hayworth,Everett Sloane,Glenn Anders,Ted de Corsia,Erskine Sanford
345938,Sam Worthington,Octavia Spencer,Tim McGraw,Aviv Alush,Sumire Matsubara
339984,Jennifer Garner,Kylie Rogers,Martin Henderson,Brighton Sharbino,Courtney Fansler
164249,Thierry Lhermitte,Anémone,Gérard Jugnot,Marie-Anne Chazel,Christian Clavier
1677,Jamie Foxx,Kerry Washington,Regina King,Harry Lennix,Clifton Powell
387426,Ahn Seo-hyun,Tilda Swinton,Paul Dano,Jake Gyllenhaal,Lily Collins
74643,Jean Dujardin,Bérénice Bejo,John Goodman,James Cromwell,Penelope Ann Miller
10400,Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger,Liev Schreiber,John Hannah
8055,Kate Winslet,Ralph Fiennes,David Kross,Lena Olin,Bruno Ganz
6644,John Wayne,Robert Mitchum,James Caan,Charlene Holt,Paul Fix
484747,Karin Viard,Clovis Cornillac,Pierre Deladonchamps,Grégory Montel,Carole Franck
16372,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Michael Redgrave,Martin Stephens
3085,Cary Grant,Rosalind Russell,Ralph Bellamy,Gene Lockhart,Helen Mack
11615,Kevin Spacey,Kate Winslet,Laura Linney,Gabriel Mann,Rhona Mitra
5503,Harrison Ford,Tommy Lee Jones,Joe Pantoliano,Daniel Roebuck,Jeroen Krabbé
363,Birol Ünel,Sibel Kekilli,Catrin Striebeck,Güven Kıraç,Meltem Cumbul
615643,Steven Yeun,Han Yeri,Youn Yuh-jung,Will Patton,Alan Kim
1653,Gael García Bernal,Rodrigo de la Serna,Mercedes Morán,Mía Maestro,Jean Pierre Noher
395834,Jeremy Renner,Elizabeth Olsen,Gil Birmingham,Kelsey Asbille,Teo Briones
204553,Sol Kyung-gu,Jung Woo-sung,Han Hyo-joo,Lee Jun-ho,Jin Kyung
101299,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks
271110,Chris Evans,Robert Downey Jr.,Scarlett Johansson,Sebastian Stan,Anthony Mackie
47735,Harriet Andersson,Lars Ekborg,Dagmar Ebbesen,Åke Fridell,Naemi Briese
874,Paul Scofield,Wendy Hiller,Leo McKern,Robert Shaw,Susannah York
26963,Evan McGuire,Christen Mooney,Brendan Gleeson,Mick Lally,Liam Hourican
2292,Brian O'Halloran,Jeff Anderson,Jason Mewes,Lisa Spoonauer,Marilyn Ghigliotti
13446,Richard E. Grant,Paul McGann,Richard Griffiths,Michael Elphick,Ralph Brown
13350,Don Messick,Casey Kasem,Jeff Cohen,Glynis Johns,Ruta Lee
9461,Bruce Lee,John Saxon,Jim Kelly,Sek Kin,Ahna Capri
522369,Kris Hitchen,Debbie Honeywood,Rhys Stone,Katie Proctor,Ross Brewster
7452,Richard Bohringer,Michael Gambon,Helen Mirren,Alan Howard,Tim Roth
763,Timothy Balme,Diana Peñalver,Elizabeth Moody,Ian Watkin,Brenda Kendall
72478,Jakub Gierszał,Roma Gąsiorowska,Agata Kulesza,Bartosz Gelner,Danuta Borsuk
16219,James Marshall,T.E. Russell,Cuba Gooding Jr.,Robert Loggia,Brian Dennehy
639,Billy Crystal,Meg Ryan,Carrie Fisher,Bruno Kirby,Steven Ford
489930,Daveed Diggs,Rafael Casal,Janina Gavankar,Jasmine Cephas Jones,Ethan Embry
454626,Ben Schwartz,James Marsden,Jim Carrey,Tika Sumpter,Natasha Rothwell
433247,Sareum Srey Moch,Phoeung Kompheak,Sveng Socheata,Mun Kimhak,Heng Dara
13475,Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,Bruce Greenwood
11589,Clint Eastwood,Telly Savalas,Don Rickles,Carroll O'Connor,Donald Sutherland
187,Bruce Willis,Jessica Alba,Clive Owen,Mickey Rourke,Rutger Hauer
377263,Pierre Niney,Paula Beer,Ernst Stötzner,Marie Gruber,Johann von Bülow
274109,Mario Casas,Adriana Ugarte,Macarena García,Alain Hernández,Berta Vázquez
14551,James Stewart,Shelley Winters,Dan Duryea,Stephen McNally,Millard Mitchell
13689,Scott Mechlowicz,Nick Nolte,Amy Smart,Tim DeKay,Ashton Holmes
11416,Robert De Niro,Jeremy Irons,Ray McAnally,Aidan Quinn,Liam Neeson
10849,Mia Farrow,Jeff Daniels,Danny Aiello,Irving Metzman,Stephanie Farrow
5723,Glen Hansard,Hugh Walsh,Gerard Hendrick,Alaistair Foley,Geoff Minogue
137106,Chris Pratt,Will Ferrell,Elizabeth Banks,Will Arnett,Nick Offerman
9504,Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin,Ed Harris
516486,Tom Hanks,Stephen Graham,Rob Morgan,Josh Wiggins,Tom Brittney
388,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer,Willem Dafoe
535356,Natalia de Molina,Greta Fernández,Francesc Orella,Jorge Suquet,Lluís Homar
15764,Meryl Streep,Kevin Kline,Peter MacNicol,Rita Karin,Stephen D. Newman
14645,Christian Clavier,Anémone,Marie-Anne Chazel,Thierry Lhermitte,Josiane Balasko
492,John Cusack,John Malkovich,Cameron Diaz,Catherine Keener,Mary Kay Place
114,Richard Gere,Julia Roberts,Ralph Bellamy,Jason Alexander,Laura San Giacomo
542178,Benicio del Toro,Adrien Brody,Tilda Swinton,Léa Seydoux,Frances McDormand
242,Al Pacino,Diane Keaton,Talia Shire,Andy García,Eli Wallach
94329,Iko Uwais,Joe Taslim,Donny Alamsyah,Yayan Ruhian,Pierre Gruno
19120,Giulietta Masina,Sandra Milo,Mario Pisu,Valentina Cortese,Valeska Gert
406385,Edoardo Leo,Valerio Aprea,Stefano Fresi,Paolo Calabresi,Libero De Rienzo
394117,Willem Dafoe,Brooklynn Prince,Bria Vinaite,Valeria Cotto,Christopher Rivera
28055,Cameron Mitchell,Eva Bartok,Thomas Reiner,Ariana Gorini,Dante DiPaolo
13635,Vincent Cassel,Cécile de France,Gérard Depardieu,Gilles Lellouche,Roy Dupuis
514575,Antonio de la Torre,Chino Darín,Alfonso Tort,César Troncoso,Soledad Villamil
427033,Philip Noah Schwarz,Elyas M'Barek,Nadine Wrietz,Uwe Preuss,Karin Thaler
289222,Jessica Chastain,Daniel Brühl,Johan Heldenbergh,Michael McElhatton,Timothy Radford
9462,Bruce Lee,Nora Miao,Chuck Norris,Wei Ping-ao,Huang Chung-Hsin
376867,Trevante Rhodes,André Holland,Janelle Monáe,Ashton Sanders,Jharrel Jerome
2798,Louis de Funès,Claude Rich,Agathe Natanson,Claude Gensac,Sylvia Saurel
621,John Travolta,Olivia Newton-John,Stockard Channing,Jeff Conaway,Barry Pearl
379291,Stuart Allan,Taissa Farmiga,Jason O'Mara,Rosario Dawson,Jerry O'Connell
25673,Montgomery Clift,Elizabeth Taylor,Shelley Winters,Anne Revere,Keefe Brasselle
15774,Shah Rukh Khan,Gayatri Joshi,Kishori Balal,Smith Seth,Rajesh Vivek
284052,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,Mads Mikkelsen
9571,Jason London,Rory Cochrane,Wiley Wiggins,Sasha Jenson,Michelle Burke
161,George Clooney,Brad Pitt,Matt Damon,Andy García,Julia Roberts
34647,Paz de la Huerta,Nathaniel Brown,Cyril Roy,Olly Alexander,Ed Spear
8810,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,Vernon Wells
463257,Shia LaBeouf,Zack Gottsagen,Dakota Johnson,Thomas Haden Church,John Hawkes
6003,Leonard Whiting,Olivia Hussey,John McEnery,Michael York,Milo O’Shea
4476,Brad Pitt,Anthony Hopkins,Aidan Quinn,Julia Ormond,Henry Thomas
839,Dennis Weaver,Jacqueline Scott,Eddie Firestone,Lou Frizzell,Gene Dynarski
615,Jim Caviezel,Maia Morgenstern,Christo Jivkov,Francesco De Vito,Monica Bellucci
73456,Diana Kaarina,Morwenna Banks,Nicole Oliver,Brittney Wilson,Ali Liebert
11661,Diane Kruger,Benno Fürmann,Guillaume Canet,Gary Lewis,Dany Boon
2291,Tim Robbins,Elizabeth Peña,Danny Aiello,Matt Craven,Pruitt Taylor Vince
429174,Maryana Spivak,Aleksey Rozin,Matvey Novikov,Alexey Fateev,Marina Vasilyeva
284054,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Danai Gurira,Martin Freeman
36208,Charlie Chaplin,Edna Purviance,Syd Chaplin,Bud Jamison,Dave Anderson
9662,Suzy Falk,Lina Boudreau,Betty Bonifassi,Michèle Caucheteux,Jean-Claude Donda
3121,David Arkin,Barbara Baxley,Ned Beatty,Karen Black,Ronee Blakley
2898,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,Skeet Ulrich
2757,Nicolas Cage,Meryl Streep,Chris Cooper,Tilda Swinton,Cara Seymour
687,Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,R. Lee Ermey
339380,Felicity Jones,Armie Hammer,Justin Theroux,Sam Waterston,Kathy Bates
121986,Greta Gerwig,Mickey Sumner,Michael Esper,Adam Driver,Michael Zegen
385128,Vin Diesel,Michelle Rodriguez,Tyrese Gibson,Ludacris,John Cena
49020,Noah Taylor,Paddy Considine,Craig Roberts,Yasmin Paige,Steffan Rhodri
40794,Nicole Grimaudo,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino,Ennio Fantastichini
4107,James Nesbitt,Allan Gildea,Gerard Crossan,Mary Moulds,Carmel McCallion
1669,Sean Connery,Alec Baldwin,Scott Glenn,Sam Neill,James Earl Jones
1542,Ron Livingston,Jennifer Aniston,David Herman,Ajay Naidu,Diedrich Bader
476968,Jim Caviezel,James Faulkner,Olivier Martinez,Joanne Whalley,John Lynch
416494,Ross Lynch,Olivia Holt,Harvey Guillén,Gregg Sulkin,Courtney Eaton
249164,Chloë Grace Moretz,Jamie Blackley,Liana Liberato,Mireille Enos,Joshua Leonard
37135,Tony Goldwyn,Minnie Driver,Glenn Close,Alex D. Linz,Rosie O'Donnell
13321,Tallulah Bankhead,William Bendix,Walter Slezak,Mary Anderson,John Hodiak
7863,Geoffrey Rush,Armin Mueller-Stahl,Noah Taylor,Nicholas Bell,Lynn Redgrave
1116,Cillian Murphy,Padraic Delaney,Liam Cunningham,Orla Fitzgerald,Gerard Kearney
756,Deems Taylor,Julietta Novis,Leopold Stokowski,None,None
447332,Emily Blunt,John Krasinski,Millicent Simmonds,Noah Jupe,Cade Woodward
433498,Charlie Hunnam,Rami Malek,Christopher Fairbank,Eve Hewson,Michael Socha
853,Jude Law,Joseph Fiennes,Rachel Weisz,Ed Harris,Bob Hoskins
462,Julia Roberts,Albert Finney,Aaron Eckhart,Marg Helgenberger,Cherry Jones
546121,Sarah Paulson,Kiera Allen,Pat Healy,Sara Sohn,Erik Athavale
353081,Tom Cruise,Henry Cavill,Ving Rhames,Simon Pegg,Rebecca Ferguson
88273,Mads Mikkelsen,Alicia Vikander,Mikkel Boe Følsgaard,David Dencik,Cyron Melville
140,Gael García Bernal,Fele Martínez,Daniel Giménez Cacho,Lluís Homar,Francisco Maestre
242643,Kevin Conroy,Neal McDonough,Hynden Walch,Troy Baker,Matthew Gray Gubler
75629,Megumi Ogata,Akira Ishida,Yuko Miyamura,Megumi Hayashibara,Kotono Mitsuishi
14638,Burt Lancaster,Ava Gardner,Edmond O'Brien,Albert Dekker,Sam Levene
457,Romy Schneider,Karlheinz Böhm,Magda Schneider,Uta Franz,Gustav Knuth
651881,Virginie Efira,Albert Dupontel,Nicolas Marié,Jackie Berroyer,Philippe Uchan
610120,Thom Yorke,Dajana Roncione,None,None,None
228203,Kevin Costner,Ramiro Rodriguez,Maria Bello,Johnny Ortiz,Diana Maria Riva
1245,Anthony Hopkins,Emma Thompson,James Fox,Christopher Reeve,Hugh Grant
814,David Naughton,Jenny Agutter,Griffin Dunne,John Woodvine,Don McKillop
760,Louis de Funès,Suzy Delair,Marcel Dalio,Claude Giraud,Renzo Montagnani
64682,Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,Joel Edgerton,Elizabeth Debicki
39356,James Rolleston,Te Aho Aho Eketone-Whitu,Moerangi Tihore,Cherilee Martin,RickyLee Waipuka-Russell
2503,Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine
153,Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris,Akiko Takeshita
497582,Millie Bobby Brown,Henry Cavill,Sam Claflin,Helena Bonham Carter,Louis Partridge
205220,Judi Dench,Steve Coogan,Sophie Kennedy Clark,Mare Winningham,Barbara Jefford
165213,Lee Jung-jae,Choi Min-sik,Hwang Jung-min,Park Sung-woong,Song Ji-hyo
51828,Anne Hathaway,Jim Sturgess,Tom Mison,Jodie Whittaker,Rafe Spall
37775,Carlo Verdone,Irina Sanpiter,Elena Fabrizi,Angelo Infanti,Milena Vukotić
212167,Yukiyo Fujii,Masayuki Katou,Takaya Hashi,Hiroki Yasumoto,Maaya Uchida
12311,Charles Laughton,Clark Gable,Franchot Tone,Herbert Mundin,Eddie Quillan
3089,John Wayne,Montgomery Clift,Joanne Dru,Walter Brennan,Coleen Gray
260,Robert Donat,Madeleine Carroll,Lucie Mannheim,Godfrey Tearle,Peggy Ashcroft
11206,Audrey Hepburn,Alan Arkin,Richard Crenna,Efrem Zimbalist Jr.,Jack Weston
686,Jodie Foster,Matthew McConaughey,James Woods,John Hurt,Tom Skerritt
19100,Jean-Paul Rouve,Marilou Berry,Omar Sy,Lannick Gautry,Julie Fournier
17654,Sharlto Copley,Jason Cope,Nathalie Boltt,Sylvaine Strike,Elizabeth Mkandawie
16320,Nathan Fillion,Summer Glau,Gina Torres,Alan Tudyk,Morena Baccarin
10975,Jackie Chan,Carol Cheng,Eva Cobo,Shôko Ikeda,Vincent Lyn
4133,Johnny Depp,Penélope Cruz,Franka Potente,Rachel Griffiths,Paul Reubens
2639,Judy Davis,Stephanie Roth Haberle,Julia Louis-Dreyfus,Lynn Cohen,Richard Benjamin
146,Chow Yun-Fat,Michelle Yeoh,Zhang Ziyi,Chang Chen,Cheng Pei-Pei
602223,Ana de la Reguera,Tenoch Huerta,Josh Lucas,Leven Rambin,Cassidy Freeman
13199,Edward James Olmos,William Forsythe,Pepe Serna,Panchito Gómez,Steve Wilcox
10911,Gregory Peck,David Niven,Anthony Quinn,Stanley Baker,Anthony Quayle
2134,Rod Taylor,Alan Young,Yvette Mimieux,Sebastian Cabot,Tom Helmore
474395,Michael Bolton,Scott Menville,Khary Payton,Hynden Walch,Kristen Bell
458131,Taraji P. Henson,Sam Rockwell,Babou Ceesay,Anne Heche,Wes Bentley
312221,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashād,Andre Ward
176,Cary Elwes,Leigh Whannell,Danny Glover,Monica Potter,Ken Leung
570661,Elyas M'Barek,Heiner Lauterbach,Alexandra Maria Lara,Jannis Niewöhner,Rainer Bock
425373,Erin Moriarty,Danika Yarosh,Helen Hunt,William Hurt,Nesta Cooper
10794,Peter Sellers,Claudine Longet,Natalia Borisova,Jean Carson,Marge Champion
4710,Jean-Pierre Léaud,Chantal Goya,Marlène Jobert,Michel Debord,Catherine-Isabelle Duport
303483,Ariane Ascaride,Ahmed Dramé,Noémie Merlant,Geneviève Mnich,Stéphane Bak
785539,Christina Milian,Jay Pharoah,Sinqua Walls,Christiani Pitts,Karen Obilom
428836,Daisy Ridley,Naomi Watts,George MacKay,Clive Owen,Tom Felton
304357,Helen Mirren,Ryan Reynolds,Tatiana Maslany,Katie Holmes,Max Irons
11978,Robert De Niro,Cuba Gooding Jr.,Charlize Theron,Aunjanue Ellis,Hal Holbrook
902,Ron Perlman,Dominique Pinon,Judith Vittet,Daniel Emilfork,Jean-Claude Dreyfus
618354,Darren Criss,Zachary Quinto,Alexandra Daddario,Neil Flynn,Bellamy Young
111969,Greg Kinnear,Jennifer Connelly,Logan Lerman,Lily Collins,Nat Wolff
43920,Adam Butcher,Shane Kippel,Mateo Morales,Taylor Poulin,Slim Twig
25866,Bourvil,Louis de Funès,Venantino Venantini,Henri Génès,Lando Buzzanca
9361,Daniel Day-Lewis,Madeleine Stowe,Russell Means,Eric Schweig,Jodhi May
1429,Edward Norton,Philip Seymour Hoffman,Barry Pepper,Rosario Dawson,Anna Paquin
245913,Kevin de Paula,Leonardo Lima Carvalho,Seu Jorge,Milton Gonçalves,Seth Michaels
87827,Suraj Sharma,Irrfan Khan,Ayush Tandon,Gautam Belur,Adil Hussain
39486,Diane Lane,John Malkovich,Scott Glenn,Dylan Walsh,Fred Dalton Thompson
5123,Freddie Highmore,Keri Russell,Jonathan Rhys Meyers,Terrence Howard,Robin Williams
8056,Lionel Abelanski,Rufus,Clément Harari,Agathe de La Fontaine,Michel Muller
3086,Barbara Stanwyck,Henry Fonda,Charles Coburn,Eugene Pallette,William Demarest
2252,Naomi Watts,Viggo Mortensen,Vincent Cassel,Armin Mueller-Stahl,Sinéad Cusack
488,Humphrey Bogart,Katharine Hepburn,Robert Morley,Peter Bull,Theodore Bikel
545609,Chris Hemsworth,Rudhraksh Jaiswal,Randeep Hooda,Golshifteh Farahani,Pankaj Tripathi
11881,Maureen O'Hara,John Payne,Edmund Gwenn,Natalie Wood,Gene Lockhart
840,Richard Dreyfuss,Teri Garr,Melinda Dillon,Bob Balaban,J. Patrick McNamara
350,Anne Hathaway,Meryl Streep,Emily Blunt,Stanley Tucci,Simon Baker
38985,Roy Scheider,Bruno Cremer,Francisco Rabal,Amidou,Ramon Bieri
4011,Alec Baldwin,Geena Davis,Jeffrey Jones,Catherine O'Hara,Winona Ryder
255,Jean-Pierre Léaud,Claude Jade,Delphine Seyrig,Michael Lonsdale,Daniel Ceccaldi
315635,Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei,Jon Favreau
273481,Emily Blunt,Benicio del Toro,Josh Brolin,Daniel Kaluuya,Victor Garber
